SLC38A1,solute carrier family 38 member 1,,,,,,,,,,,,,,,,,,,,,,
MRPL43,mitochondrial ribosomal protein L43,,,,,,,,,,,,,,,,,,,,,,
CLEC12B,C-type lectin domain family 12 member B,,,,,,,,,,,,,,,,,,,,,,
PRKACA,protein kinase cAMP-activated catalytic subunit alpha,,,,,,,,,,,,,,,,,,,,,,
GKN1,gastrokine 1,,,,,,,,,,,,,,,,,,,,,,
SLCO1C1,solute carrier organic anion transporter family member 1C1,,,,,,,,,,,,,,,,,,,,,,
CAB39L,calcium binding protein 39 like,,,,,,,,,,,,,,,,,,,,,,
SPIDR,scaffolding protein involved in DNA repair,,,,,,,,,,,,,,,,,,,,,,
PEX2,peroxisomal biogenesis factor 2,,,,,,,,,,,,,,,,,,,,,,
C12orf65,chromosome 12 open reading frame 65,,,,,,,,,,,,,,,,,,,,,,
IGF1R,insulin like growth factor 1 receptor,,,,,,,,,,,,,,,,,,,,,,
ADAMTS18,ADAM metallopeptidase with thrombospondin type 1 motif 18,,,,,,,,,,,,,,,,,,,,,,
CRYAB,crystallin alpha B,,,,,,,,,,,,,,,,,,,,,,
PPP2R5E,protein phosphatase 2 regulatory subunit B'epsilon,,,,,,,,,,,,,,,,,,,,,,
DNALI1,dynein axonemal light intermediate chain 1,,,,,,,,,,,,,,,,,,,,,,
CASKIN2,CASK interacting protein 2,,,,,,,,,,,,,,,,,,,,,,
PSEN1,presenilin 1,,,,,,,,,,,,,,,,,,,,,,
SAP25///LRCH4,Sin3A associated protein 25///leucine rich repeats and calponin homology domain containing 4,,,,,,,,,,,,,,,,,,,,,,
TTN,titin,,,,,,,,,,,,,,,,,,,,,,
LINC00942,long intergenic non-protein coding RNA 942,,,,,,,,,,,,,,,,,,,,,,
KIF21A,kinesin family member 21A,,,,,,,,,,,,,,,,,,,,,,
CA8,carbonic anhydrase 8,,,,,,,,,,,,,,,,,,,,,,
CTSW,cathepsin W,,,,,,,,,,,,,,,,,,,,,,
IRF6,interferon regulatory factor 6,,,,,,,,,,,,,,,,,,,,,,
RXRA,retinoid X receptor alpha,,,,,,,,,,,,,,,,,,,,,,
TAPBP,TAP binding protein (tapasin),,,,,,,,,,,,,,,,,,,,,,
APC,APC, WNT signaling pathway regulator,,,,,,,,,,,,,,,,,,,,,
MBP,myelin basic protein,,,,,,,,,,,,,,,,,,,,,,
FGFR1,fibroblast growth factor receptor 1,,,,,,,,,,,,,,,,,,,,,,
ZFP82,ZFP82 zinc finger protein,,,,,,,,,,,,,,,,,,,,,,
SSX2IP,SSX family member 2 interacting protein,,,,,,,,,,,,,,,,,,,,,,
GMEB1,glucocorticoid modulatory element binding protein 1,,,,,,,,,,,,,,,,,,,,,,
DCAF8,DDB1 and CUL4 associated factor 8,,,,,,,,,,,,,,,,,,,,,,
SZT2,seizure threshold 2 homolog (mouse),,,,,,,,,,,,,,,,,,,,,,
C10orf25,chromosome 10 open reading frame 25,,,,,,,,,,,,,,,,,,,,,,
PPM1G,protein phosphatase, Mg2+/Mn2+ dependent 1G,,,,,,,,,,,,,,,,,,,,,
LILRB3,leukocyte immunoglobulin like receptor B3,,,,,,,,,,,,,,,,,,,,,,
TAS2R45///TAS2R43,taste 2 receptor member 45///taste 2 receptor member 43,,,,,,,,,,,,,,,,,,,,,,
PPM1K,protein phosphatase, Mg2+/Mn2+ dependent 1K,,,,,,,,,,,,,,,,,,,,,
RBBP5,RB binding protein 5, histone lysine methyltransferase complex subunit,,,,,,,,,,,,,,,,,,,,,
CNKSR3,CNKSR family member 3,,,,,,,,,,,,,,,,,,,,,,
CCT6A,chaperonin containing TCP1 subunit 6A,,,,,,,,,,,,,,,,,,,,,,
COPA,coatomer protein complex subunit alpha,,,,,,,,,,,,,,,,,,,,,,
LOC100293211,uncharacterized LOC100293211,,,,,,,,,,,,,,,,,,,,,,
NUTF2P4///NUTF2,nuclear transport factor 2 pseudogene 4///nuclear transport factor 2,,,,,,,,,,,,,,,,,,,,,,
MTHFD2L,methylenetetrahydrofolate dehydrogenase (NADP+ dependent) 2-like,,,,,,,,,,,,,,,,,,,,,,
GTF2I,general transcription factor IIi,,,,,,,,,,,,,,,,,,,,,,
PACRG,PARK2 coregulated,,,,,,,,,,,,,,,,,,,,,,
NPHP3,nephronophthisis 3 (adolescent),,,,,,,,,,,,,,,,,,,,,,
DXO,decapping exoribonuclease,,,,,,,,,,,,,,,,,,,,,,
ZNF813,zinc finger protein 813,,,,,,,,,,,,,,,,,,,,,,
ADH1B,alcohol dehydrogenase 1B (class I), beta polypeptide,,,,,,,,,,,,,,,,,,,,,
IGHM///IGHG1,immunoglobulin heavy constant mu///immunoglobulin heavy constant gamma 1 (G1m marker),,,,,,,,,,,,,,,,,,,,,,
RGS17,regulator of G-protein signaling 17,,,,,,,,,,,,,,,,,,,,,,
VPS52,VPS52, GARP complex subunit,,,,,,,,,,,,,,,,,,,,,
RPP40,ribonuclease P/MRP subunit p40,,,,,,,,,,,,,,,,,,,,,,
NFKBID,NFKB inhibitor delta,,,,,,,,,,,,,,,,,,,,,,
SUGT1,SGT1 homolog, MIS12 kinetochore complex assembly cochaperone,,,,,,,,,,,,,,,,,,,,,
SHARPIN,SHANK associated RH domain interactor,,,,,,,,,,,,,,,,,,,,,,
KCTD15,potassium channel tetramerization domain containing 15,,,,,,,,,,,,,,,,,,,,,,
SORD,sorbitol dehydrogenase,,,,,,,,,,,,,,,,,,,,,,
TMEM141,transmembrane protein 141,,,,,,,,,,,,,,,,,,,,,,
ADAM12,ADAM metallopeptidase domain 12,,,,,,,,,,,,,,,,,,,,,,
STRAP,serine/threonine kinase receptor associated protein,,,,,,,,,,,,,,,,,,,,,,
EPB41L4A,erythrocyte membrane protein band 4.1 like 4A,,,,,,,,,,,,,,,,,,,,,,
HBA2///HBA1,hemoglobin subunit alpha 2///hemoglobin subunit alpha 1,,,,,,,,,,,,,,,,,,,,,,
SLC2A5,solute carrier family 2 member 5,,,,,,,,,,,,,,,,,,,,,,
MBLAC2,metallo-beta-lactamase domain containing 2,,,,,,,,,,,,,,,,,,,,,,
IKZF1,IKAROS family zinc finger 1,,,,,,,,,,,,,,,,,,,,,,
LOC149351,uncharacterized LOC149351,,,,,,,,,,,,,,,,,,,,,,
RAB15,RAB15, member RAS oncogene family,,,,,,,,,,,,,,,,,,,,,
ITIH5,inter-alpha-trypsin inhibitor heavy chain family member 5,,,,,,,,,,,,,,,,,,,,,,
ADGRF4,adhesion G protein-coupled receptor F4,,,,,,,,,,,,,,,,,,,,,,
TTC6,tetratricopeptide repeat domain 6,,,,,,,,,,,,,,,,,,,,,,
ELP6,elongator acetyltransferase complex subunit 6,,,,,,,,,,,,,,,,,,,,,,
IGSF9,immunoglobulin superfamily member 9,,,,,,,,,,,,,,,,,,,,,,
ARSB,arylsulfatase B,,,,,,,,,,,,,,,,,,,,,,
PACS1,phosphofurin acidic cluster sorting protein 1,,,,,,,,,,,,,,,,,,,,,,
PIP5K1A,phosphatidylinositol-4-phosphate 5-kinase type 1 alpha,,,,,,,,,,,,,,,,,,,,,,
ADGRV1,adhesion G protein-coupled receptor V1,,,,,,,,,,,,,,,,,,,,,,
SLC19A3,solute carrier family 19 member 3,,,,,,,,,,,,,,,,,,,,,,
GPR143,G protein-coupled receptor 143,,,,,,,,,,,,,,,,,,,,,,
MGAT4C,MGAT4 family member C,,,,,,,,,,,,,,,,,,,,,,
SLC25A37,solute carrier family 25 member 37,,,,,,,,,,,,,,,,,,,,,,
PSMC3,proteasome 26S subunit, ATPase 3,,,,,,,,,,,,,,,,,,,,,
CDYL,chromodomain Y-like,,,,,,,,,,,,,,,,,,,,,,
HUS1,HUS1 checkpoint clamp component,,,,,,,,,,,,,,,,,,,,,,
UQCRC1,ubiquinol-cytochrome c reductase core protein I,,,,,,,,,,,,,,,,,,,,,,
IRF6,interferon regulatory factor 6,,,,,,,,,,,,,,,,,,,,,,
GRIK1-AS2///BACH1,GRIK1 antisense RNA 2///BTB domain and CNC homolog 1,,,,,,,,,,,,,,,,,,,,,,
CDCA8,cell division cycle associated 8,,,,,,,,,,,,,,,,,,,,,,
ARL9,ADP ribosylation factor like GTPase 9,,,,,,,,,,,,,,,,,,,,,,
SLC1A5,solute carrier family 1 member 5,,,,,,,,,,,,,,,,,,,,,,
LMAN2,lectin, mannose binding 2,,,,,,,,,,,,,,,,,,,,,
MRPS15,mitochondrial ribosomal protein S15,,,,,,,,,,,,,,,,,,,,,,
AR,androgen receptor,,,,,,,,,,,,,,,,,,,,,,
TMEM37,transmembrane protein 37,,,,,,,,,,,,,,,,,,,,,,
ZHX3,zinc fingers and homeoboxes 3,,,,,,,,,,,,,,,,,,,,,,
CLDN1,claudin 1,,,,,,,,,,,,,,,,,,,,,,
IGFBP7-AS1,IGFBP7 antisense RNA 1,,,,,,,,,,,,,,,,,,,,,,
ECE1,endothelin converting enzyme 1,,,,,,,,,,,,,,,,,,,,,,
LOC101928551,uncharacterized LOC101928551,,,,,,,,,,,,,,,,,,,,,,
MRPS11,mitochondrial ribosomal protein S11,,,,,,,,,,,,,,,,,,,,,,
C10orf88,chromosome 10 open reading frame 88,,,,,,,,,,,,,,,,,,,,,,
LOC101927345///LOC101060632///LOC101059949///ANKRD20A12P,putative ankyrin repeat domain-containing protein 20A12 pseudogene///uncharacterized gene LOC101060632///putative ankyrin repeat domain-containing protein 20A12 pseudogene///ankyrin repeat domain 20 family member A12, pseudogene,,,,,,,,,,,,,,,,,,,,,
SLC25A25,solute carrier family 25 member 25,,,,,,,,,,,,,,,,,,,,,,
SOX12,SRY-box 12,,,,,,,,,,,,,,,,,,,,,,
DNAJB12,DnaJ heat shock protein family (Hsp40) member B12,,,,,,,,,,,,,,,,,,,,,,
DSEL,dermatan sulfate epimerase-like,,,,,,,,,,,,,,,,,,,,,,
DCUN1D3,defective in cullin neddylation 1 domain containing 3,,,,,,,,,,,,,,,,,,,,,,
RPP14,ribonuclease P/MRP subunit p14,,,,,,,,,,,,,,,,,,,,,,
SERTM1,serine rich and transmembrane domain containing 1,,,,,,,,,,,,,,,,,,,,,,
LINC00667,long intergenic non-protein coding RNA 667,,,,,,,,,,,,,,,,,,,,,,
CLEC4E,C-type lectin domain family 4 member E,,,,,,,,,,,,,,,,,,,,,,
SRSF1,serine and arginine rich splicing factor 1,,,,,,,,,,,,,,,,,,,,,,
PPP4R2,protein phosphatase 4 regulatory subunit 2,,,,,,,,,,,,,,,,,,,,,,
SFTPC,surfactant protein C,,,,,,,,,,,,,,,,,,,,,,
ANKRD13D,ankyrin repeat domain 13D,,,,,,,,,,,,,,,,,,,,,,
WBP11,WW domain binding protein 11,,,,,,,,,,,,,,,,,,,,,,
NPRL3,NPR3 like, GATOR1 complex subunit,,,,,,,,,,,,,,,,,,,,,
SETSIP///SET,SET-like protein///SET nuclear proto-oncogene,,,,,,,,,,,,,,,,,,,,,,
SCFD2,sec1 family domain containing 2,,,,,,,,,,,,,,,,,,,,,,
ZC4H2,zinc finger C4H2-type containing,,,,,,,,,,,,,,,,,,,,,,
LIN7B,lin-7 homolog B, crumbs cell polarity complex component,,,,,,,,,,,,,,,,,,,,,
ABCE1,ATP binding cassette subfamily E member 1,,,,,,,,,,,,,,,,,,,,,,
FBXO9,F-box protein 9,,,,,,,,,,,,,,,,,,,,,,
CIAPIN1,cytokine induced apoptosis inhibitor 1,,,,,,,,,,,,,,,,,,,,,,
GRIA3,glutamate ionotropic receptor AMPA type subunit 3,,,,,,,,,,,,,,,,,,,,,,
GGA3,golgi associated, gamma adaptin ear containing, ARF binding protein 3,,,,,,,,,,,,,,,,,,,,
TMEM165,transmembrane protein 165,,,,,,,,,,,,,,,,,,,,,,
MUT,methylmalonyl-CoA mutase,,,,,,,,,,,,,,,,,,,,,,
MMEL1,membrane metallo-endopeptidase-like 1,,,,,,,,,,,,,,,,,,,,,,
SLITRK5,SLIT and NTRK like family member 5,,,,,,,,,,,,,,,,,,,,,,
KYAT1,kynurenine aminotransferase 1,,,,,,,,,,,,,,,,,,,,,,
SERF1B///SERF1A,small EDRK-rich factor 1B///small EDRK-rich factor 1A,,,,,,,,,,,,,,,,,,,,,,
BBS1,Bardet-Biedl syndrome 1,,,,,,,,,,,,,,,,,,,,,,
USH1C,USH1 protein network component harmonin,,,,,,,,,,,,,,,,,,,,,,
PRO1804,uncharacterized LOC100133319,,,,,,,,,,,,,,,,,,,,,,
SNAP29,synaptosome associated protein 29,,,,,,,,,,,,,,,,,,,,,,
MIR424///MIR503HG,microRNA 424///MIR503 host gene,,,,,,,,,,,,,,,,,,,,,,
LARS,leucyl-tRNA synthetase,,,,,,,,,,,,,,,,,,,,,,
CEP70,centrosomal protein 70,,,,,,,,,,,,,,,,,,,,,,
DLG2,discs large MAGUK scaffold protein 2,,,,,,,,,,,,,,,,,,,,,,
XDH,xanthine dehydrogenase,,,,,,,,,,,,,,,,,,,,,,
C1orf27,chromosome 1 open reading frame 27,,,,,,,,,,,,,,,,,,,,,,
ZNF333,zinc finger protein 333,,,,,,,,,,,,,,,,,,,,,,
APC,APC, WNT signaling pathway regulator,,,,,,,,,,,,,,,,,,,,,
EIF2AK1,eukaryotic translation initiation factor 2 alpha kinase 1,,,,,,,,,,,,,,,,,,,,,,
CCDC47,coiled-coil domain containing 47,,,,,,,,,,,,,,,,,,,,,,
LINC00326,long intergenic non-protein coding RNA 326,,,,,,,,,,,,,,,,,,,,,,
ZNF501,zinc finger protein 501,,,,,,,,,,,,,,,,,,,,,,
IGHM///IGHG1///IGHA1,immunoglobulin heavy constant mu///immunoglobulin heavy constant gamma 1 (G1m marker)///immunoglobulin heavy constant alpha 1,,,,,,,,,,,,,,,,,,,,,,
GULP1,GULP, engulfment adaptor PTB domain containing 1,,,,,,,,,,,,,,,,,,,,,
NMD3,NMD3 ribosome export adaptor,,,,,,,,,,,,,,,,,,,,,,
CHD4,chromodomain helicase DNA binding protein 4,,,,,,,,,,,,,,,,,,,,,,
HBA2///HBA1,hemoglobin subunit alpha 2///hemoglobin subunit alpha 1,,,,,,,,,,,,,,,,,,,,,,
FDX1,ferredoxin 1,,,,,,,,,,,,,,,,,,,,,,
MOSPD1,motile sperm domain containing 1,,,,,,,,,,,,,,,,,,,,,,
NEO1,neogenin 1,,,,,,,,,,,,,,,,,,,,,,
EIF1B,eukaryotic translation initiation factor 1B,,,,,,,,,,,,,,,,,,,,,,
SKP2,S-phase kinase-associated protein 2, E3 ubiquitin protein ligase,,,,,,,,,,,,,,,,,,,,,
HELQ,helicase, POLQ-like,,,,,,,,,,,,,,,,,,,,,
EIF1,eukaryotic translation initiation factor 1,,,,,,,,,,,,,,,,,,,,,,
GRHPR,glyoxylate and hydroxypyruvate reductase,,,,,,,,,,,,,,,,,,,,,,
ZFP82,ZFP82 zinc finger protein,,,,,,,,,,,,,,,,,,,,,,
SCARA5,scavenger receptor class A member 5,,,,,,,,,,,,,,,,,,,,,,
SLC29A1,solute carrier family 29 member 1 (Augustine blood group),,,,,,,,,,,,,,,,,,,,,,
STX5,syntaxin 5,,,,,,,,,,,,,,,,,,,,,,
HFE,hemochromatosis,,,,,,,,,,,,,,,,,,,,,,
P2RX7,purinergic receptor P2X 7,,,,,,,,,,,,,,,,,,,,,,
TNFRSF18,TNF receptor superfamily member 18,,,,,,,,,,,,,,,,,,,,,,
RBM7,RNA binding motif protein 7,,,,,,,,,,,,,,,,,,,,,,
RBM47,RNA binding motif protein 47,,,,,,,,,,,,,,,,,,,,,,
TRNAU1AP,tRNA selenocysteine 1 associated protein 1,,,,,,,,,,,,,,,,,,,,,,
NANS,N-acetylneuraminate synthase,,,,,,,,,,,,,,,,,,,,,,
SNX29,sorting nexin 29,,,,,,,,,,,,,,,,,,,,,,
AHI1,Abelson helper integration site 1,,,,,,,,,,,,,,,,,,,,,,
RAB40A,RAB40A, member RAS oncogene family,,,,,,,,,,,,,,,,,,,,,
ENO1,enolase 1,,,,,,,,,,,,,,,,,,,,,,
TRIM27,tripartite motif containing 27,,,,,,,,,,,,,,,,,,,,,,
CKAP2,cytoskeleton associated protein 2,,,,,,,,,,,,,,,,,,,,,,
TTPAL,alpha tocopherol transfer protein like,,,,,,,,,,,,,,,,,,,,,,
CYBB,cytochrome b-245 beta chain,,,,,,,,,,,,,,,,,,,,,,
COL4A4,collagen type IV alpha 4 chain,,,,,,,,,,,,,,,,,,,,,,
GALNT7,polypeptide N-acetylgalactosaminyltransferase 7,,,,,,,,,,,,,,,,,,,,,,
TMPO,thymopoietin,,,,,,,,,,,,,,,,,,,,,,
GAPVD1,GTPase activating protein and VPS9 domains 1,,,,,,,,,,,,,,,,,,,,,,
MIPOL1,mirror-image polydactyly 1,,,,,,,,,,,,,,,,,,,,,,
LOC101930370,uncharacterized LOC101930370,,,,,,,,,,,,,,,,,,,,,,
HBA2///HBA1,hemoglobin subunit alpha 2///hemoglobin subunit alpha 1,,,,,,,,,,,,,,,,,,,,,,
TNIK,TRAF2 and NCK interacting kinase,,,,,,,,,,,,,,,,,,,,,,
CAMSAP1,calmodulin regulated spectrin associated protein 1,,,,,,,,,,,,,,,,,,,,,,
PSMD6,proteasome 26S subunit, non-ATPase 6,,,,,,,,,,,,,,,,,,,,,
CHL1,cell adhesion molecule L1 like,,,,,,,,,,,,,,,,,,,,,,
LOC102724927,uncharacterized LOC102724927,,,,,,,,,,,,,,,,,,,,,,
ST6GAL2,ST6 beta-galactoside alpha-2,6-sialyltransferase 2,,,,,,,,,,,,,,,,,,,,,
ZCWPW1,zinc finger CW-type and PWWP domain containing 1,,,,,,,,,,,,,,,,,,,,,,
TAPT1,transmembrane anterior posterior transformation 1,,,,,,,,,,,,,,,,,,,,,,
MAN2A2,mannosidase alpha class 2A member 2,,,,,,,,,,,,,,,,,,,,,,
SH3RF2,SH3 domain containing ring finger 2,,,,,,,,,,,,,,,,,,,,,,
DHRS7B,dehydrogenase/reductase 7B,,,,,,,,,,,,,,,,,,,,,,
LOC101930164,uncharacterized LOC101930164,,,,,,,,,,,,,,,,,,,,,,
HMBS,hydroxymethylbilane synthase,,,,,,,,,,,,,,,,,,,,,,
PCNX1,pecanex homolog 1 (Drosophila),,,,,,,,,,,,,,,,,,,,,,
MAP3K2,mitogen-activated protein kinase kinase kinase 2,,,,,,,,,,,,,,,,,,,,,,
DNAAF1,dynein axonemal assembly factor 1,,,,,,,,,,,,,,,,,,,,,,
ATMIN,ATM interactor,,,,,,,,,,,,,,,,,,,,,,
CYP4B1,cytochrome P450 family 4 subfamily B member 1,,,,,,,,,,,,,,,,,,,,,,
AFAP1-AS1,AFAP1 antisense RNA 1,,,,,,,,,,,,,,,,,,,,,,
FBRSL1,fibrosin like 1,,,,,,,,,,,,,,,,,,,,,,
LOC101929272,uncharacterized LOC101929272,,,,,,,,,,,,,,,,,,,,,,
AKR1E2,aldo-keto reductase family 1 member E2,,,,,,,,,,,,,,,,,,,,,,
IFT74,intraflagellar transport 74,,,,,,,,,,,,,,,,,,,,,,
ASGR1,asialoglycoprotein receptor 1,,,,,,,,,,,,,,,,,,,,,,
LOC105377925,uncharacterized LOC105377925,,,,,,,,,,,,,,,,,,,,,,
KCNN3,potassium calcium-activated channel subfamily N member 3,,,,,,,,,,,,,,,,,,,,,,
RTN1,reticulon 1,,,,,,,,,,,,,,,,,,,,,,
IFNLR1,interferon lambda receptor 1,,,,,,,,,,,,,,,,,,,,,,
ZKSCAN5,zinc finger with KRAB and SCAN domains 5,,,,,,,,,,,,,,,,,,,,,,
PSD4,pleckstrin and Sec7 domain containing 4,,,,,,,,,,,,,,,,,,,,,,
UGGT1,UDP-glucose glycoprotein glucosyltransferase 1,,,,,,,,,,,,,,,,,,,,,,
CD40,CD40 molecule,,,,,,,,,,,,,,,,,,,,,,
GSPT1,G1 to S phase transition 1,,,,,,,,,,,,,,,,,,,,,,
TNC,tenascin C,,,,,,,,,,,,,,,,,,,,,,
A2ML1,alpha-2-macroglobulin like 1,,,,,,,,,,,,,,,,,,,,,,
COG2,component of oligomeric golgi complex 2,,,,,,,,,,,,,,,,,,,,,,
TDH,L-threonine dehydrogenase (pseudogene),,,,,,,,,,,,,,,,,,,,,,
MRS2,MRS2, magnesium transporter,,,,,,,,,,,,,,,,,,,,,
SOBP,sine oculis binding protein homolog,,,,,,,,,,,,,,,,,,,,,,
PIK3C2G,phosphatidylinositol-4-phosphate 3-kinase catalytic subunit type 2 gamma,,,,,,,,,,,,,,,,,,,,,,
ADCY3,adenylate cyclase 3,,,,,,,,,,,,,,,,,,,,,,
GRK6,G protein-coupled receptor kinase 6,,,,,,,,,,,,,,,,,,,,,,
FMNL1,formin like 1,,,,,,,,,,,,,,,,,,,,,,
KITLG,KIT ligand,,,,,,,,,,,,,,,,,,,,,,
MRM2,mitochondrial rRNA methyltransferase 2,,,,,,,,,,,,,,,,,,,,,,
FCHO2,FCH domain only 2,,,,,,,,,,,,,,,,,,,,,,
CWC25,CWC25 spliceosome associated protein homolog,,,,,,,,,,,,,,,,,,,,,,
BCO1,beta-carotene oxygenase 1,,,,,,,,,,,,,,,,,,,,,,
LOC100288570,glycosylphosphatidylinositol anchor attachment protein 1 homolog (yeast) pseudogene,,,,,,,,,,,,,,,,,,,,,,
RNF150,ring finger protein 150,,,,,,,,,,,,,,,,,,,,,,
PSD4,pleckstrin and Sec7 domain containing 4,,,,,,,,,,,,,,,,,,,,,,
TTC7A,tetratricopeptide repeat domain 7A,,,,,,,,,,,,,,,,,,,,,,
CC2D2A,coiled-coil and C2 domain containing 2A,,,,,,,,,,,,,,,,,,,,,,
SEMA3D,semaphorin 3D,,,,,,,,,,,,,,,,,,,,,,
DYNC2H1,dynein cytoplasmic 2 heavy chain 1,,,,,,,,,,,,,,,,,,,,,,
PDHB,pyruvate dehydrogenase (lipoamide) beta,,,,,,,,,,,,,,,,,,,,,,
RPL13AP5///SNORD32A///SNORD33///SNORD34///SNORD35A///RPL13A,ribosomal protein L13a pseudogene 5///small nucleolar RNA, C/D box 32A///small nucleolar RNA, C/D box 33///small nucleolar RNA, C/D box 34///small nucleolar RNA, C/D box 35A///ribosomal protein L13a,,,,,,,,,,,,,,,,,,
DDX49,DEAD-box helicase 49,,,,,,,,,,,,,,,,,,,,,,
CTBP1,C-terminal binding protein 1,,,,,,,,,,,,,,,,,,,,,,
MYO10,myosin X,,,,,,,,,,,,,,,,,,,,,,
MOAP1,modulator of apoptosis 1,,,,,,,,,,,,,,,,,,,,,,
ZFPL1,zinc finger protein like 1,,,,,,,,,,,,,,,,,,,,,,
TMEM67,transmembrane protein 67,,,,,,,,,,,,,,,,,,,,,,
MYNN,myoneurin,,,,,,,,,,,,,,,,,,,,,,
ZFP41,ZFP41 zinc finger protein,,,,,,,,,,,,,,,,,,,,,,
ARMCX3,armadillo repeat containing, X-linked 3,,,,,,,,,,,,,,,,,,,,,
LOC101929479///LOC727751///LOC642423///GOLGA2P7///GOLGA2P10,golgin subfamily A member 2///golgin A2 pseudogene///golgin A2 pseudogene///golgin A2 pseudogene 7///golgin A2 pseudogene 10,,,,,,,,,,,,,,,,,,,,,,
FLT1,fms related tyrosine kinase 1,,,,,,,,,,,,,,,,,,,,,,
LOC100505874,uncharacterized LOC100505874,,,,,,,,,,,,,,,,,,,,,,
KANSL3,KAT8 regulatory NSL complex subunit 3,,,,,,,,,,,,,,,,,,,,,,
ZSCAN18,zinc finger and SCAN domain containing 18,,,,,,,,,,,,,,,,,,,,,,
TMEM86A,transmembrane protein 86A,,,,,,,,,,,,,,,,,,,,,,
COLGALT2,collagen beta(1-O)galactosyltransferase 2,,,,,,,,,,,,,,,,,,,,,,
TRIM39-RPP21///TRIM39,TRIM39-RPP21 readthrough///tripartite motif containing 39,,,,,,,,,,,,,,,,,,,,,,
SLC5A9,solute carrier family 5 member 9,,,,,,,,,,,,,,,,,,,,,,
CCL11,C-C motif chemokine ligand 11,,,,,,,,,,,,,,,,,,,,,,
GTSE1,G2 and S-phase expressed 1,,,,,,,,,,,,,,,,,,,,,,
MLX,MLX, MAX dimerization protein,,,,,,,,,,,,,,,,,,,,,
CA9,carbonic anhydrase 9,,,,,,,,,,,,,,,,,,,,,,
LOC441081,POM121 membrane glycoprotein (rat) pseudogene,,,,,,,,,,,,,,,,,,,,,,
ADK,adenosine kinase,,,,,,,,,,,,,,,,,,,,,,
LDLRAD3,low density lipoprotein receptor class A domain containing 3,,,,,,,,,,,,,,,,,,,,,,
ABHD5,abhydrolase domain containing 5,,,,,,,,,,,,,,,,,,,,,,
FXYD1,FXYD domain containing ion transport regulator 1,,,,,,,,,,,,,,,,,,,,,,
SMIM5,small integral membrane protein 5,,,,,,,,,,,,,,,,,,,,,,
ZNF518B,zinc finger protein 518B,,,,,,,,,,,,,,,,,,,,,,
CFAP157,cilia and flagella associated protein 157,,,,,,,,,,,,,,,,,,,,,,
PHF10,PHD finger protein 10,,,,,,,,,,,,,,,,,,,,,,
PDK1,pyruvate dehydrogenase kinase 1,,,,,,,,,,,,,,,,,,,,,,
TRIM2,tripartite motif containing 2,,,,,,,,,,,,,,,,,,,,,,
TDRD3,tudor domain containing 3,,,,,,,,,,,,,,,,,,,,,,
RAB3B,RAB3B, member RAS oncogene family,,,,,,,,,,,,,,,,,,,,,
CBX7,chromobox 7,,,,,,,,,,,,,,,,,,,,,,
C6orf141,chromosome 6 open reading frame 141,,,,,,,,,,,,,,,,,,,,,,
CRTAP,cartilage associated protein,,,,,,,,,,,,,,,,,,,,,,
GPC3,glypican 3,,,,,,,,,,,,,,,,,,,,,,
CBFB,core-binding factor beta subunit,,,,,,,,,,,,,,,,,,,,,,
RAD52,RAD52 homolog, DNA repair protein,,,,,,,,,,,,,,,,,,,,,
SCAPER,S-phase cyclin A associated protein in the ER,,,,,,,,,,,,,,,,,,,,,,
PINK1,PTEN induced putative kinase 1,,,,,,,,,,,,,,,,,,,,,,
SLC31A2,solute carrier family 31 member 2,,,,,,,,,,,,,,,,,,,,,,
C1orf204,chromosome 1 open reading frame 204,,,,,,,,,,,,,,,,,,,,,,
LGALS4,galectin 4,,,,,,,,,,,,,,,,,,,,,,
METTL7A,methyltransferase like 7A,,,,,,,,,,,,,,,,,,,,,,
IGLV1-44,immunoglobulin lambda variable 1-44,,,,,,,,,,,,,,,,,,,,,,
PATJ,PATJ, crumbs cell polarity complex component,,,,,,,,,,,,,,,,,,,,,
RNF128,ring finger protein 128, E3 ubiquitin protein ligase,,,,,,,,,,,,,,,,,,,,,
HCG27,HLA complex group 27 (non-protein coding),,,,,,,,,,,,,,,,,,,,,,
LOC101927943,uncharacterized LOC101927943,,,,,,,,,,,,,,,,,,,,,,
SV2A,synaptic vesicle glycoprotein 2A,,,,,,,,,,,,,,,,,,,,,,
INAFM2,InaF motif containing 2,,,,,,,,,,,,,,,,,,,,,,
CEP68,centrosomal protein 68,,,,,,,,,,,,,,,,,,,,,,
ZNF214,zinc finger protein 214,,,,,,,,,,,,,,,,,,,,,,
NOM1,nucleolar protein with MIF4G domain 1,,,,,,,,,,,,,,,,,,,,,,
CDC45,cell division cycle 45,,,,,,,,,,,,,,,,,,,,,,
NFATC1,nuclear factor of activated T-cells 1,,,,,,,,,,,,,,,,,,,,,,
ZNF34,zinc finger protein 34,,,,,,,,,,,,,,,,,,,,,,
PINK1,PTEN induced putative kinase 1,,,,,,,,,,,,,,,,,,,,,,
DENR,density regulated re-initiation and release factor,,,,,,,,,,,,,,,,,,,,,,
SKP1,S-phase kinase-associated protein 1,,,,,,,,,,,,,,,,,,,,,,
STXBP4,syntaxin binding protein 4,,,,,,,,,,,,,,,,,,,,,,
NSUN6,NOP2/Sun RNA methyltransferase family member 6,,,,,,,,,,,,,,,,,,,,,,
XKRX,XK related, X-linked,,,,,,,,,,,,,,,,,,,,,
